E_HE1,E_LI1,E_C1,E_C2,E_C3,E_N2,E_N3,E_O1,E_O2,E_NE1,E_NE2,E_NA1,E_MG1,E_MG2,E_AL1,E_AL2,E_AL3,E_SI1,E_SI2,E_SI3,E_SI4,E_S1,E_S2,E_S3,E_CA1,E_CA2,E_SC1,E_SC2,E_TI1,E_TI2,E_V1,E_V2,E_CR1,E_CR2,E_MN1,E_FE1,E_FE2,E_FE3,E_CO1,E_NI1,E_CU1,E_ZN1,E_SR1,E_Y1,E_Y2,E_ZR1,E_ZR2,E_NB1,E_MO1,E_RU1,E_BA2,E_LA2,E_CE2,E_PR2,E_ND2,E_SM2,E_EU2,E_GD2,E_DY2,E_VEIL,E_FEH
,0.15256411,0.11,,,,,0.15,,,,0.24,0.18,,0.19,,,0.16,0.25,,,0.1,,,0.31,0.11,,0.28,0.62,0.24,0.4,,0.33,0.23,0.21,0.22,0.15,,0.32,0.3,,0.19,,,0.31,0.18,,,,,0.17,,,,0.41,,,,,,0.0
,,0.07,,,,,0.5,,,,0.3,0.12,,,,,0.32,,,,,,,0.71,,,0.28,0.75,0.34,0.41,,0.75,0.63,0.61,,,,0.45,0.51,0.19,0.16,,,0.39,,,,,,0.36,,,,0.04,,0.06,,,,0.0
,0.29254407,0.08,,,,,0.02,,,,0.01,0.0,,0.03,,,0.08,0.15,,,,,,0.02,,0.03,0.0,0.08,0.13,0.03,,0.01,0.0,0.12,0.01,0.04,,0.05,0.01,0.15,0.2,,,0.05,0.03,0.12,,0.0,,0.01,0.0,0.11,,0.15,,0.0,,,,0.016365198
,0.07,0.01,,,,,0.02,,,,0.01,0.03,,0.03,,,0.1,0.08,,,,,,0.03,0.05,0.01,0.0,0.08,0.12,0.08,,0.01,0.0,0.08,0.03,0.02,,0.09,0.01,0.08,0.04,,,0.21,0.0,0.07,,0.0,,0.05,0.0,0.12,,0.09,,0.0,,,,0.027411748
,,,,,,,,,,,0.08,0.05,,0.2,,,0.04,0.14,,,,,,0.06,,0.15,0.04,0.01,0.04,0.08,,0.08,0.13,0.13,0.0,0.0,,0.02,0.01,0.17,0.23,,,0.0,0.0,,,0.0,,0.03,,0.0,,0.16,,,,,,0.029939817
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,0.20536415,0.06,,,,,,,,,0.53,0.11,,,,,0.26,,,,,,,0.46,,,0.18,0.53,0.3,0.56,,0.55,0.26,0.59,0.34,0.13,,0.57,0.49,,0.15,,,0.36,0.18,,,,,,,,,0.67,,,,,,0.0
,0.13884763,0.07,,,,,0.02,,,,0.1,0.0,,0.07,,,0.11,0.01,,,,,,0.06,0.1,0.04,0.0,0.03,0.19,0.05,,0.0,0.09,0.14,0.0,0.08,,0.01,0.01,0.08,0.19,,,0.0,0.03,0.1,,0.0,,0.06,0.0,0.0,,0.1,,0.0,,,,0.08036597
,0.58626246,0.09,,,,,0.16,,,,0.0,0.0,,0.0,,,0.05,0.01,,,,,,0.01,0.11,0.02,0.07,0.02,0.01,0.0,,0.02,0.0,0.12,0.04,0.04,,0.04,0.02,0.06,0.13,,,0.23,0.33,0.31,,0.0,,0.03,,,,0.07,,0.07,,,,0.02025349
,0.06,0.07,,,,,,,,,0.22,0.3,,0.11,,,0.3,0.09,,,0.0,,,0.44,0.2,0.08,0.43,0.27,0.26,0.15,,0.15,0.21,0.25,0.0,0.0,,0.12,0.25,0.25,0.09,,,0.0,,0.05,,,,0.0,0.0,0.12,,0.15,,0.09,,,,0.0876741
,0.06,0.04,,,,,0.01,,,,0.01,0.01,,0.02,,,0.1,0.15,,,,,,0.03,,0.01,0.0,0.08,0.16,0.04,,0.01,0.0,0.12,0.02,0.01,,0.05,0.01,0.08,0.22,,,0.23,0.01,0.1,,0.0,,0.04,0.0,0.16,,0.11,,0.0,,,,0.03033381
,0.44319496,,,,,,0.07,,,,0.01,0.01,,0.03,,,0.07,0.06,,,,,,0.02,,0.04,0.0,0.05,0.14,0.03,,0.05,0.0,0.22,0.01,0.03,,0.01,0.02,0.08,0.31,,,0.12,0.02,0.07,,0.0,,0.06,0.0,0.06,,0.16,,0.0,,,,0.015197737
,,0.06,,,,,,,,,0.12,0.08,,0.07,,,0.12,,,,,,,0.17,0.1,,0.11,0.14,0.2,0.14,,0.19,0.19,0.11,0.17,0.18,,0.14,0.13,0.1,0.14,,,0.13,,,,,,0.19,,,,0.18,,,,,,0.0049496386
,0.05,0.07,,,,,0.01,,,,0.02,0.02,,0.0,,,0.06,0.07,,,,,,0.02,0.28,0.01,0.0,0.07,0.08,0.03,,0.05,0.0,0.07,0.0,0.01,,0.01,0.01,0.09,0.22,,,0.13,0.01,0.08,,0.0,,0.02,0.0,0.17,,0.11,,0.0,,,,0.035619732
,0.3,0.03,,,,,0.16,,,,0.05,0.01,,0.01,,,0.09,0.01,,,,,,0.06,0.14,0.04,0.0,0.08,0.14,0.07,,0.03,0.0,0.25,0.06,0.04,,0.13,0.03,0.16,0.11,,,0.15,0.01,0.01,,0.0,,0.04,0.0,0.15,,0.14,,0.0,,,,0.048806082
,0.3,0.02,,,,,0.03,,,,0.01,0.02,,0.01,,,0.07,0.13,,,,,,0.04,,0.03,0.0,0.08,0.11,0.04,,0.0,0.0,0.09,0.01,0.02,,0.02,0.02,0.14,0.07,,,0.08,0.02,0.08,,0.0,,0.01,0.0,0.1,,0.13,,0.0,,,,0.025986047
,,0.1,,,,,,,,,0.01,0.12,,,,,0.07,,,,,,,0.0,,0.02,0.0,0.01,0.12,0.07,,0.02,0.0,0.31,0.01,0.03,,0.03,0.01,0.13,0.08,,,0.09,0.02,0.04,,0.0,,0.04,0.0,0.22,,0.11,,,,,,0.026140098
,0.07,0.35,,,,,0.06,,,,0.08,0.0,,0.02,,,0.11,,,,,,,0.06,,0.11,0.0,0.35,0.16,0.09,,0.01,0.0,,0.0,0.0,,0.01,0.04,0.38,0.26,,,0.06,0.0,0.12,,0.0,,0.22,0.0,0.0,,0.2,,0.0,,,,0.0
,0.3,,,,,,0.01,,,,0.01,0.02,,0.01,,,0.06,0.14,,,,,,0.0,0.13,0.03,0.0,0.09,0.16,0.0,,0.01,0.0,0.14,0.02,0.02,,0.04,0.03,0.13,0.1,,,0.09,0.03,0.1,,0.0,,0.01,0.0,0.09,,0.2,,0.0,,,,0.0581278
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,,0.24,,,,,,,,,0.12,0.07,,0.04,,,0.07,0.06,,,,,,0.08,,0.07,0.06,0.1,0.07,0.1,,0.12,0.19,0.3,0.07,0.07,,0.11,0.08,0.16,0.01,,,0.1,,0.08,,,,0.03,0.07,0.03,,0.03,,0.26,,,,0.10388453
,,0.29,,,,,,,,,0.09,0.08,,0.08,,,0.08,0.05,,,,,,0.1,,0.1,0.07,0.09,0.08,0.1,,0.14,0.17,0.36,0.08,0.06,,0.1,0.07,0.05,0.09,,,0.13,0.15,0.09,,,,0.08,0.01,0.01,,0.02,,0.32,,,,0.10183573
,0.09,0.19,,,,,,,,,0.09,0.07,,0.02,,,0.05,0.05,,,,,,0.19,,0.05,0.06,0.07,0.08,0.08,,0.09,0.08,0.23,0.06,0.06,,0.07,0.07,0.12,0.13,,,0.07,,0.1,,,,0.05,0.08,0.04,,0.05,,0.2,,,,0.10510137
,,0.19,,,,,,,,,0.11,0.08,,0.02,,,0.06,0.08,,,,,,0.09,,0.05,0.06,0.07,0.07,0.08,,0.09,0.06,0.23,0.06,0.06,,0.07,0.07,0.14,0.07,,,0.07,,0.09,,,,0.03,0.08,0.05,,0.01,,0.21,,,,0.10400332
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12893026,,,,,,,,,,,,,,,,,,,,,,,,,
,0.08,0.23,,,,,,,,,0.02,0.09,,0.02,,,0.05,0.02,,,,,,0.09,0.09,0.06,0.06,0.08,0.08,0.08,,0.09,0.02,0.04,0.07,0.1,,0.07,0.07,0.03,0.1,,,0.1,,0.26,,,,0.03,,0.1,,0.07,,,,,,0.10325727
,,,,,,,,,,,0.08,0.1,,0.02,,,0.07,0.07,,,,,,0.14,,0.1,0.21,0.09,0.17,0.11,,0.15,0.17,0.4,0.09,0.11,,0.12,0.08,0.08,0.16,,,0.18,0.17,,,,,0.04,,,,0.08,,,,,,0.10063431
,0.09,,,,,,,,,,0.03,0.07,,0.01,,,0.09,,,,,,,0.08,,0.08,0.07,0.08,0.13,0.11,,0.12,0.07,,0.08,0.09,,0.11,0.08,0.19,0.13,,,0.12,0.04,0.17,,,,0.04,0.06,0.08,,0.04,,0.19,,,,0.10558416
,,,,,,,,,,,0.04,0.01,,0.12,,,0.11,0.48,,,,,,,,0.43,0.12,0.15,0.27,0.1,,0.17,0.45,,0.14,0.25,,0.14,0.12,0.54,0.38,,,0.23,,,,,,0.09,,,,,,,,,,0.15928748
,0.3,0.19,,,,,,,,,0.05,0.07,,0.04,,,0.07,0.06,,,,,,0.09,,0.04,0.06,0.07,0.08,0.07,,0.11,0.05,0.24,0.06,0.05,,0.05,0.07,0.16,0.17,,,0.06,0.03,0.08,,,,0.07,0.06,0.01,,0.06,,0.21,,,,0.10430725
,0.3,0.2,,,,,,,,,0.11,0.05,,0.03,,,0.07,0.05,,,,,,0.09,0.08,0.06,0.06,0.07,0.05,0.09,,0.1,0.13,0.25,0.06,0.08,,0.09,0.06,0.17,0.03,,,0.07,,0.1,,,,0.05,0.07,0.06,,0.02,,0.22,,,,0.10597175
,0.3,0.05,,,,,,,,,0.11,0.09,,0.02,,,0.06,0.07,,,,,,0.09,,0.05,0.07,0.08,0.07,0.1,,0.1,0.2,0.3,0.07,0.1,,0.07,0.07,0.07,0.07,,,0.06,0.19,0.1,,,,0.06,0.3,0.1,,0.04,,0.27,,,,0.10349129
,0.1,,,,,,,,,,0.09,0.07,,0.03,,,0.05,0.04,,,,,,0.1,,0.09,0.06,0.07,0.08,0.1,,0.1,0.06,0.3,0.06,0.05,,0.09,0.06,0.05,0.07,,,0.09,0.13,0.09,,,,0.06,0.09,0.12,,0.02,,0.27,,,,0.103939824
,0.1,,,,,,,,,,0.12,0.06,,0.03,,,0.09,0.03,,,,,,0.16,,0.12,0.1,0.1,0.11,0.14,,0.14,0.11,0.39,0.09,0.07,,0.11,0.08,0.08,0.13,,,0.12,,0.14,,,,0.03,0.39,0.13,,0.01,,0.34,,,,0.10150204
,0.1,,,,,,,,,,0.04,0.06,,0.03,,,0.06,0.23,,,,,,0.09,,0.06,0.05,0.08,0.12,0.06,,0.08,0.09,0.03,0.07,0.11,,0.08,0.1,0.06,0.15,,,0.13,,,,,,0.05,,,,,,,,,,0.10292177
,0.09,,,,,,,,,,0.1,0.05,,0.13,,,0.07,0.03,,,,,,0.13,,0.05,0.07,0.08,0.09,0.09,,0.1,0.05,0.32,0.07,0.05,,0.1,0.07,0.06,0.09,,,0.1,,0.09,,,,0.03,0.06,0.02,,0.12,,,,,,0.10412692
,,0.06,,,,,,,,,0.3,0.07,,0.1,,,0.26,0.01,,,,,,0.28,,0.45,0.43,0.32,0.37,0.31,,0.35,0.22,0.16,0.16,0.19,,0.27,0.34,0.58,0.31,,,0.19,,0.2,,,,0.04,,0.18,,0.53,,0.46,,,,0.104782574
,0.13,,,,,,,,,,,,,0.18,,,0.06,0.28,,,,,,0.08,,0.18,0.16,0.29,0.34,0.09,,0.16,,,0.32,0.29,,0.55,0.27,0.24,,,,0.22,0.09,,,,,,,0.13,,,,,,,,
,,,,,,,,,,,0.11,0.05,,0.01,,,0.08,0.22,,,,,,0.16,,0.14,0.1,0.15,0.1,0.15,,0.18,0.25,0.42,0.11,0.09,,0.12,0.13,0.12,0.11,,,0.14,,0.07,,,,0.04,0.42,0.14,,0.45,,,,,,0.10052507
,0.3,,,,,,,,,,0.04,0.07,,0.03,,,0.09,0.06,,,,,,0.15,,0.01,0.05,0.07,0.1,0.07,,0.08,0.09,0.03,0.07,0.09,,0.09,0.1,0.03,0.14,,,0.23,,,,,,0.05,,,,0.25,,,,,,0.105564885
,0.08,0.35,,,,,,,,,0.11,0.05,,0.03,,,0.07,,,,,,,0.05,,0.07,0.07,0.09,0.08,0.1,,0.1,0.05,0.34,0.08,0.1,,0.09,0.08,0.1,0.03,,,0.1,0.14,0.1,,,,0.06,0.35,0.02,,0.03,,,,,,0.103061594
,,0.06,,,,,,,,,0.02,0.01,,,,,0.0,,,,,,,0.0,0.1,,0.05,0.02,0.01,0.12,,0.0,0.0,0.08,0.01,0.01,,0.11,0.0,0.31,0.12,,,0.01,,0.23,,,,0.07,0.0,0.0,,0.23,,,,,,0.036320418
,,0.02,,,,,0.14,,,,0.04,0.04,,0.01,,,0.01,0.04,,,,,,0.0,0.04,,0.06,0.03,0.0,0.01,,0.01,0.0,0.06,0.03,0.0,,0.08,0.01,0.09,0.01,,,0.02,,,,,,0.01,0.0,,,0.24,,,,,,0.0067922585
,0.43919128,0.04,,,,,0.03,,,,0.03,0.03,,0.02,,,0.01,0.11,,,,,,0.02,0.1,,0.04,0.0,0.04,0.0,,0.03,0.13,0.07,0.0,0.03,,0.05,0.03,0.06,0.03,,,0.02,,,,,,0.04,0.0,,,0.13,,,,,,0.033671223
,0.28428894,0.05,,,,,0.12,,,,0.02,0.01,,0.04,,,0.0,0.04,,,0.0,,,0.01,0.07,,0.13,0.01,0.05,0.0,,0.0,0.0,0.1,0.02,0.01,,0.07,0.0,0.1,0.02,,,0.04,,0.04,,,,0.03,0.0,0.0,,0.1,,0.06,,,,0.027409645
,,0.03,,,,,0.01,,,,0.01,0.0,,0.02,,,0.09,0.01,,,,,,0.01,0.13,0.15,0.0,0.0,0.14,0.04,,0.05,0.0,0.11,0.0,0.02,,0.06,0.01,0.17,0.05,,,0.04,0.03,0.09,,,,0.04,0.0,0.03,,0.18,,0.09,,,,0.031445876
,,0.01,,,,,,,,,0.01,0.01,,,,,0.02,,,,,,,0.0,0.14,0.01,0.07,0.03,0.01,0.09,,0.01,0.0,0.09,0.02,0.03,,0.04,0.0,0.07,0.07,,,0.03,,0.12,,,,0.01,0.0,0.0,,0.15,,,,,,0.013886283
,,0.04,,,,,,,,,0.59,0.37,,,,,0.1,,,,,,,0.15,,,0.04,0.47,0.13,,,0.55,0.14,0.12,,,,0.12,0.34,,0.1,,,0.28,,,,,,,,,,0.08,,,,,,0.0
,,,,,,,,,,,0.05,0.0,,0.0,,,0.0,,,,0.0,,,0.01,,,0.01,0.05,0.0,0.02,,0.01,0.0,,0.0,0.0,,0.09,0.0,,,,,0.2,,,,,,0.14,0.0,,,,,,,,,0.007157266
,,,,,,,,,,,0.04,0.05,,0.03,,,0.0,,,,0.0,,,0.0,,0.0,0.11,0.05,0.08,0.05,,0.02,0.0,,0.04,0.02,,0.14,0.03,,,,,0.03,,,,,,0.11,,,,,,,,,,0.08102539
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,0.29280925,,,,,,,,,,0.04,0.12,,0.04,,,0.01,,,,0.0,,,0.01,,,0.04,0.03,0.03,,,0.03,0.0,,0.02,0.05,,,0.01,,,,,0.01,,,,,,0.04,0.0,,,,,,,,,0.013557147
,,,,,,,,,,,0.0,0.06,,0.01,,,0.02,,,,,,,0.0,,,0.03,0.03,0.02,,,0.01,0.0,,0.04,0.0,,0.07,0.01,,,,,0.0,,,,,,0.05,0.0,,,,,,,,,0.021902539
,0.24767964,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,,,,0.0,,,,,,0.0,0.0,,,,,0.0,,,,0.0493906
,0.113352425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,0.09,0.02,,0.06,,,0.05,,,,,,,0.03,,,0.11,0.15,,,,0.17,,,0.0,0.0,,0.09,0.04,,,,,,0.0,,,0.0,,,,,,,,,,,,0.07736857
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,0.34157613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,0.11,0.04,,0.0,,,0.04,,,,0.0,,,0.04,,0.13,0.01,0.02,0.02,0.17,,0.06,0.0,,0.08,0.06,,0.03,0.02,,,,,0.18,0.01,,,0.0,,0.16,,,,,,,,,,0.102894604
,,,,,,,,,,,0.15,0.07,,0.07,,,0.01,,,,,,,,,,0.04,0.11,,0.16,,0.06,0.0,,0.0,0.0,,0.1,0.01,,,,,0.0,0.0,,,0.0,,0.0,,,,,,,,,,0.11187455
,,,,,,,,,,,0.01,0.11,,0.02,,,0.04,,,,,,,0.0,,0.0,0.02,0.02,0.12,,,0.06,0.0,,0.0,0.0,,,0.01,,,,,,,,,0.0,,0.0,,,,,,,,,,0.026849087
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,0.1,,0.06,,,0.12,,,,,,,0.08,,0.17,0.02,0.15,,0.1,,0.15,0.0,,0.0,0.0,,0.06,0.01,,,,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.035724007
,0.31348377,,,,,,,,,,0.01,0.05,,0.0,,,0.05,,,,0.0,,,0.05,,,0.06,0.04,0.03,0.04,,0.01,0.0,,0.02,0.05,,0.04,0.03,,,,,0.15,,,,,,0.04,0.0,,,,,,,,,0.022865022
,,,,,,,,,,,0.11,0.05,,0.01,,,0.05,,,,,,,0.01,,0.04,0.08,0.04,0.02,0.01,,0.01,0.0,,0.04,0.03,,0.04,0.01,,,,,0.06,,,,,,0.02,0.0,,,,,,,,,0.01571727
,,,,,,,,,,,0.01,0.09,,0.02,,,0.0,,,,,,,0.01,,0.05,0.02,0.05,0.0,0.08,,0.0,,,0.06,0.01,,0.0,0.02,,,,,0.02,0.12,,,0.0,,0.0,0.0,0.05,,,,,,,,0.003357723
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.0
,,,,,,,,,,,0.0,0.01,,0.01,,,,,,,,,,0.02,,0.02,0.0,0.06,,0.06,,0.01,0.0,,0.01,0.01,,0.11,0.01,,,,,0.18,0.02,,,0.0,,,0.0,0.0,,,,0.0,,,,0.03984652
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,0.18336137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,0.0,0.03,,0.01,,,,,,,0.0,,,0.11,,0.05,0.0,0.11,,0.02,,0.04,,,0.04,0.07,,0.06,0.04,,,,,0.12,,,,0.0,,,,0.06,,,,0.0,,,,0.058417752
,0.764945,,,,,,,,,,0.03,0.01,,0.0,,,0.02,,,,0.0,,,0.01,,,0.01,0.01,0.01,0.17,,0.02,0.0,,0.04,0.01,,0.09,0.01,,,,,0.07,,,,,,0.07,0.0,,,,,,,,,0.017367737
,0.25168958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,0.12,0.03,,0.01,,,0.01,,,,,,,0.12,,,0.08,0.13,0.13,0.09,,0.18,,,0.0,0.0,,0.01,0.06,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,7.5672105e-08
,0.12787679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,0.09,0.3,,,,,0.06,,,,,,,0.06,,0.2,0.01,,0.05,0.11,,,,,0.0,0.0,,,0.01,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,0.13897394
,,,,,,,,,,,0.11,0.12,,0.01,,,0.01,,,,0.0,,,,,0.08,0.11,,,0.12,,0.13,,,0.0,0.0,,0.04,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,0.056409143
,,,,,,,,,,,0.0,0.04,,0.11,,,0.01,,,,0.0,,,0.02,,,0.0,0.02,0.02,0.07,,0.02,,,0.02,0.0,,0.11,0.0,,,,,0.04,,,,,,0.04,0.0,,,,,,,,,0.025095815
,,,,,,,,,,,0.01,0.05,,0.01,,,0.0,,,,,,,0.02,,,0.04,0.07,0.06,0.06,,0.01,0.0,,0.05,0.1,,0.05,0.02,,,,,0.25,,,,,,0.03,,,,,,,,,,0.040798604
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,0.19545515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,0.36212432,,,,,,,,,,,0.24,,,,,,,,,0.0,,,,,,,,0.18,0.04,,0.1,,,0.0,0.0,,,0.19,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,0.1212402
,0.30546182,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,0.007070753
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0
,,,,,,,,,,,0.04,0.07,,0.04,,,0.01,,,,,,,0.1,,0.01,0.03,0.01,,0.04,,0.14,,,0.0,0.0,,0.04,0.05,,,,,0.0,0.0,,,0.0,,,0.0,,,,,,,,,0.04109797
,0.3965073,,,,,,,,,,0.01,0.02,,0.04,,,0.02,,,,0.0,,,0.0,,0.01,0.04,0.05,0.14,0.01,,0.0,0.0,,0.06,0.05,,0.01,0.02,,,,,0.06,0.0,,,,,0.01,0.0,0.0,,,,,,,,0.041700136
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0
,,,,,,,,,,,0.04,0.11,,,,,0.01,,,,,,,0.18,,0.15,0.01,0.1,0.09,0.13,,0.03,,,0.0,0.0,,0.04,0.01,,,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,,0.033910554
,,,,,,,,,,,0.0,,,0.0,,,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,0.11187454
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,,,,,,,0.12,,,,0.11,0.1,,0.05,,,0.11,0.01,,,,,,0.12,0.01,0.14,0.18,0.11,0.23,0.14,,0.2,0.16,0.09,0.09,0.1,,0.1,0.1,0.12,0.05,,,0.13,0.02,0.25,,,,0.01,0.09,0.05,,0.09,,0.36,,,,0.06342354
,,,,,,,,,,,0.06,0.01,,0.01,,,0.02,,,,,,,0.0,,,0.04,0.07,0.03,0.03,,0.05,,,0.03,0.02,,0.1,0.01,,,,,0.1,,,,,,0.05,0.0,,,,,,,,,0.01906496
,,,,,,,,,,,,,,0.13,,,0.07,,,,,,,,,,0.07,,0.1,,,0.02,,,0.0,0.0,,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,0.11869617
,,0.08,,,,,0.12,,,,0.08,0.07,,0.05,,,0.1,0.06,,,,,,0.11,0.17,0.13,0.33,0.12,0.15,0.13,,0.17,0.24,0.06,0.1,0.12,,0.12,0.19,0.08,0.15,,,0.16,0.21,0.17,,,,0.04,0.04,0.02,,0.11,,0.01,,,,0.06660561
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0
,,,,,,,,,,,0.02,0.0,,0.0,,,0.02,,,,0.0,,,0.01,,0.03,0.03,0.04,0.03,0.06,,0.02,0.0,,0.02,0.02,,0.04,0.01,,,,,0.11,,,,,,0.08,0.0,,,,,,,,,0.01835419
,,0.49,,,,,0.14,,,,0.07,0.08,,0.09,,,0.12,0.44,,,,,,0.13,,0.19,0.23,0.17,0.19,0.22,,0.29,0.25,0.09,0.12,0.11,,0.15,0.24,0.09,0.29,,,0.2,0.01,0.27,,,,0.02,0.19,0.17,,0.1,,0.01,,,,0.06564781
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,,0.37,,,,,0.13,,,,0.12,0.08,,0.12,,,0.12,0.09,,,,,,0.15,0.18,0.12,0.15,0.14,0.2,0.14,,0.2,0.29,0.08,0.11,0.11,,0.13,0.19,0.09,0.12,,,0.11,0.39,0.07,,,,0.06,0.06,0.01,,0.23,,0.01,,,,0.06699043
,0.32556868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.0
,0.11368628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,0.2588403,,,,,,,,,,0.04,0.03,,0.01,,,0.01,,,,0.0,,,0.02,,,0.01,0.01,0.03,0.06,,0.0,0.0,,0.02,0.02,,0.03,0.02,,,,,0.07,,,,,,0.02,0.0,,,,,,,,,0.0067923362
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,0.07504958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0
,,0.37,,,,,0.13,,,,0.04,0.07,,0.03,,,0.11,0.1,,,,,,0.14,0.05,0.13,0.22,0.15,0.28,0.17,,0.21,0.25,0.16,0.13,0.15,,0.12,0.17,0.13,0.19,,,0.16,0.09,0.23,,,,0.1,0.15,0.05,,0.1,,0.02,,,,0.06634851
,0.46525002,,,,,,,,,,0.03,0.14,,0.02,,,0.01,,,,,,,0.01,,,0.0,0.04,0.01,,,0.03,,,0.02,0.02,,0.17,0.03,,,,,0.04,,,,,,0.09,0.0,,,,,,,,,0.01821008
,,,,,,,,,,,,,,0.04,,,0.06,,,,,,,,,0.1,0.11,,0.02,0.17,,0.18,,,0.0,0.0,,0.14,0.12,,,,,0.0,,,,0.0,,,,0.0,,,,,,,0.25,0.09124339
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0
