E_HE1,E_LI1,E_C1,E_C2,E_C3,E_N2,E_N3,E_O1,E_O2,E_NE1,E_NE2,E_NA1,E_MG1,E_MG2,E_AL1,E_AL2,E_AL3,E_SI1,E_SI2,E_SI3,E_SI4,E_S1,E_S2,E_S3,E_CA1,E_CA2,E_SC1,E_SC2,E_TI1,E_TI2,E_V1,E_V2,E_CR1,E_CR2,E_MN1,E_FE1,E_FE2,E_FE3,E_CO1,E_NI1,E_CU1,E_ZN1,E_SR1,E_Y1,E_Y2,E_ZR1,E_ZR2,E_NB1,E_MO1,E_RU1,E_BA2,E_LA2,E_CE2,E_PR2,E_ND2,E_SM2,E_EU2,E_GD2,E_DY2,E_VEIL,E_FEH
,0.1,0.36,,,,,,,,,0.05,0.11,,0.03,,,0.12,0.17,,,0.2,,,0.17,,0.08,0.13,0.12,0.19,0.19,,0.21,0.16,0.06,0.11,0.14,,0.1,0.21,0.11,0.27,,,0.18,0.08,0.14,,,,0.05,0.06,0.17,,0.12,,0.05,,,,0.06610109
,0.06,0.01,,,,,0.08,,,,0.07,0.11,,0.09,,,0.08,0.1,,,0.13,,,0.11,,0.07,0.25,0.1,0.16,0.1,,0.11,0.15,0.06,0.08,0.09,,0.08,0.12,0.15,0.14,,,0.09,0.08,0.09,,,,0.17,0.01,0.03,,0.1,,0.02,,,,0.10336656
,0.06,0.06,,,,,0.08,,,,0.07,0.11,,0.07,,,0.1,0.2,,,0.13,,,0.09,,0.06,0.25,0.09,0.14,0.07,,0.13,0.08,0.04,0.09,0.09,,0.08,0.12,0.09,0.05,,,0.09,0.05,0.15,,,,0.11,0.05,0.02,,0.11,,0.02,,,,0.06340813
,0.3,0.06,,,,,0.1,,,,0.09,0.11,,0.08,,,0.09,0.14,,,0.16,,,0.1,,0.08,0.13,0.12,0.14,0.08,,0.15,0.17,0.07,0.09,0.11,,0.09,0.14,0.07,0.14,,,0.12,0.07,0.08,,,,0.12,0.11,0.05,,0.09,,0.03,,,,0.103879526
,0.05,0.18,,,,,0.1,,,,0.12,0.11,,0.07,,,0.11,0.26,,,0.16,,,0.12,,0.09,0.12,0.12,0.19,0.12,,0.14,0.18,0.07,0.1,0.12,,0.08,0.15,0.06,0.2,,,0.17,0.14,0.21,,,,0.17,0.1,0.07,,0.15,,0.03,,,,0.10218369
,0.05,,,,,,0.11,,,,0.07,0.14,,0.06,,,0.12,0.13,,,,,,0.18,,0.09,0.14,0.1,0.17,0.09,,0.17,0.05,0.12,0.11,0.13,,0.08,0.17,0.13,0.23,,,0.17,0.09,0.06,,,,0.08,0.02,0.02,,0.11,,0.05,,,,0.12499348
,0.05,0.19,,,,,0.12,,,,0.1,0.12,,0.08,,,0.12,0.31,,,,,,0.15,,0.1,0.09,0.14,0.14,0.09,,0.19,0.31,0.1,0.12,0.14,,0.09,0.16,0.02,0.05,,,0.16,0.13,0.12,,,,0.04,0.09,0.05,,0.15,,0.04,,,,0.10651696
,0.05,0.22,,,,,0.08,,,,0.1,0.24,,0.07,,,0.09,,,,,,,0.14,,0.08,0.18,0.11,0.13,0.1,,0.14,0.08,0.06,0.1,0.14,,0.08,0.14,0.05,0.04,,,0.09,0.05,0.08,,,,0.13,0.08,0.01,,0.14,,0.04,,,,0.064892255
,,0.06,,,,,,,,,0.34,0.38,,,,,0.41,,,,,,,0.56,,0.2,0.05,0.35,0.19,0.43,,0.42,0.19,0.26,0.23,0.35,,0.17,0.4,0.12,0.14,,,0.14,0.16,,,,,,,,,0.12,,,,,,0.1449593
,0.13,0.05,,,,,0.08,,,,0.25,0.13,,0.07,,,0.2,,,,,,,0.21,,0.1,0.26,0.18,0.17,0.11,,0.13,0.2,,0.11,0.16,,0.13,0.2,0.04,0.02,,,0.11,0.18,0.16,,,,0.07,0.05,0.03,,0.19,,0.1,,,,0.1296099
,0.06,0.05,,,,,0.11,,,,0.12,0.23,,0.31,,,0.16,,,,,,,0.17,,0.12,0.17,0.12,0.14,0.1,,0.14,0.3,0.11,0.12,0.16,,0.08,0.15,0.06,0.12,,,0.11,0.07,0.04,,,,0.15,0.1,0.01,,0.08,,0.07,,,,0.12742215
,0.13,0.06,,,,,0.47,,,,0.11,0.28,,0.09,,,0.22,0.07,,,0.09,,,0.19,,0.15,0.45,0.16,0.28,0.18,,0.23,0.81,0.14,0.2,0.26,,0.17,0.24,0.1,0.15,,,0.15,0.09,0.19,,,,0.01,0.03,0.19,,0.14,,0.04,,,,0.13270669
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.05,,,,,0.03,,,,0.2,0.18,,0.08,,,0.2,,,,,,,0.18,,0.13,0.21,0.21,0.16,0.12,,0.14,0.34,0.1,0.11,0.16,,0.13,0.19,0.01,0.05,,,0.11,0.17,0.23,,,,0.1,0.08,0.04,,0.14,,0.1,,,,0.06319754
,0.05,0.04,,,,,0.12,,,,0.1,0.2,,0.09,,,0.18,,,,,,,0.16,0.05,0.15,0.15,0.12,0.2,0.13,,0.22,0.23,0.1,0.15,0.18,,0.1,0.17,0.07,0.09,,,0.13,0.07,,,,,0.06,0.12,0.14,,0.16,,0.05,,,,0.06476823
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,0.3,0.05,,,,,0.25,,,,0.56,0.16,,0.12,,,0.28,,,,,,,0.2,,0.05,0.31,0.34,0.16,0.2,,0.27,0.34,0.09,0.12,0.19,,0.15,0.35,0.1,0.3,,,0.19,0.47,0.12,,,,0.16,0.02,0.17,,0.16,,0.11,,,,0.1335852
,0.06,0.05,,,,,0.25,,,,0.15,0.12,,0.28,,,0.36,,,,,,,0.29,,0.05,0.33,0.31,0.23,0.09,,0.33,0.12,0.1,0.14,0.22,,0.15,0.42,0.01,0.12,,,0.19,0.52,0.16,,,,0.02,0.01,0.07,,0.16,,0.16,,,,0.06434037
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,0.07,0.05,,,,,0.07,,,,0.08,0.19,,0.09,,,0.13,0.15,,,,,,0.16,,0.11,0.16,0.1,0.14,0.08,,0.11,0.19,0.07,0.11,0.12,,0.09,0.13,0.01,0.12,,,0.13,0.08,0.16,,,,0.1,0.1,0.01,,0.15,,0.06,,,,0.12986615
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,0.06,0.04,,,,,0.23,,,,0.14,0.29,,0.12,,,0.25,0.14,,,,,,0.22,,0.22,0.16,0.16,0.21,0.17,,0.22,0.52,0.08,0.2,0.22,,0.19,0.27,0.13,0.09,,,0.15,0.05,0.26,,,,0.01,0.04,0.25,,0.16,,0.07,,,,0.06789104
,0.3,,,,,,0.09,,,,0.34,0.18,,0.08,,,0.29,,,,,,,0.17,,0.11,0.25,0.21,0.17,0.13,,0.16,0.25,0.1,0.12,0.18,,0.15,0.24,0.01,0.03,,,0.14,0.25,0.23,,,,0.17,0.02,0.02,,0.15,,0.12,,,,0.064562276
,0.05,0.06,,,,,0.11,,,,0.15,0.18,,0.12,,,0.19,,,,,,,0.19,,0.1,0.21,0.19,0.17,0.14,,0.13,0.13,0.01,0.12,0.14,,0.13,0.19,0.13,0.08,,,0.12,0.15,0.17,,,,0.08,0.02,0.01,,0.23,,0.07,,,,0.06425633
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,,0.05,,,,,0.1,,,,0.19,0.21,,0.01,,,0.25,,,,,,,0.11,,0.13,0.22,0.26,0.16,0.14,,0.21,0.28,0.1,0.12,0.21,,0.15,0.26,0.05,0.17,,,0.18,0.32,0.34,,,,0.2,0.01,0.04,,0.12,,0.08,,,,0.06475268
,0.05,0.04,,,,,0.08,,,,0.08,0.18,,0.1,,,0.1,0.16,,,0.08,,,0.13,0.06,0.08,0.1,0.1,0.13,0.1,,0.17,0.07,0.08,0.12,0.1,,0.09,0.1,0.08,0.1,,,0.11,0.11,0.12,,,,0.11,0.08,0.04,,0.13,,0.01,,,,0.06529566
,0.3,0.08,,,,,0.09,,,,0.05,0.09,,0.05,,,0.05,0.08,,,,,,0.11,0.09,0.07,0.09,0.08,0.1,0.08,,0.08,0.2,0.05,0.06,0.07,,0.08,0.09,0.07,0.07,,,0.07,0.11,0.06,,,,0.07,0.07,0.01,,0.06,,0.05,,,,0.0653754
,0.08,0.01,,,,,0.19,,,,0.26,0.17,,0.17,,,0.21,,,,,,,0.14,,0.11,0.25,0.19,0.13,0.12,,0.16,0.19,,0.12,0.16,,0.16,0.25,0.17,0.12,,,0.13,0.23,0.21,,,,0.14,0.01,0.05,,0.2,,0.11,,,,0.12944695
,0.05,0.05,,,,,0.19,,,,0.2,0.23,,0.1,,,0.19,,,,,,,0.14,,0.13,0.19,0.14,0.18,0.13,,0.16,0.31,0.05,0.14,0.19,,0.14,0.21,0.04,0.01,,,0.11,0.13,0.28,,,,0.2,0.07,0.01,,0.2,,0.07,,,,0.13108337
,0.29913417,,,,,,,,,,0.02,0.01,,0.01,,,0.01,,,,0.0,,,0.01,,0.19,0.06,0.02,0.04,0.05,,0.0,0.0,,0.0,0.04,,0.09,0.0,,,,,0.03,,,,,,0.13,,,,,,,,,,0.060357913
,0.11678772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,0.06,0.0,,0.0,,,,,,,,,,0.02,,,0.0,0.01,,0.07,,0.01,,,0.0,0.03,,0.06,0.0,,,,,0.06,0.12,,,0.0,,,0.0,0.06,,,,0.0,,,,0.15629503
,0.13890265,,,,,,,,,,,,,0.17,,,0.06,,,,,,,,,0.0,0.12,,0.15,0.13,,,,,0.0,0.0,,0.04,0.13,,,,,0.0,0.0,,,0.0,,,0.0,,,,,0.0,,,0.1,0.021204771
,,,,,,,,,,,0.01,0.01,,0.0,,,,,,,,,,0.0,,0.08,0.0,0.02,,0.04,,0.03,0.0,,0.01,0.0,,0.06,0.01,,,,,0.1,0.0,,,0.0,,,0.0,0.05,,,,0.0,,,,0.029599678
,0.33709645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0
,0.66004825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,0.14,,,,,,0.15,,,,0.0,,,,,,,0.08,,,,0.04,0.0,,0.0,0.0,,,0.13,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,0.028744923
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,0.20635965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,0.01,0.04,,0.01,,,0.02,,,,,,,0.01,,,0.06,0.01,0.01,0.06,,0.06,0.0,,0.03,0.04,,0.07,0.05,,,,,0.08,,,,,,0.06,,,,,,,,,,0.05751713
,0.18318847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0
,0.2586786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.0
,,,,,,,,,,,0.02,0.0,,0.0,,,,,,,,,,0.03,,0.02,0.0,0.04,,0.01,,0.07,,,0.02,0.13,,0.11,0.04,,,,,0.0,0.0,,,0.0,,,,0.0,,,,0.0,,,,0.040334426
,0.3770974,,,,,,,,,,0.03,0.02,,0.02,,,0.01,,,,0.0,,,0.02,,,0.16,0.0,0.12,0.1,,0.11,0.0,,0.01,0.02,,,0.01,,,,,0.23,,,,,,0.06,,,,,,,,,,0.090937935
,,,,,,,,,,,0.05,0.02,,0.0,,,0.04,,,,0.0,,,0.01,,,0.06,0.04,0.02,0.05,,0.02,0.0,,0.01,0.01,,0.11,0.0,,,,,0.21,,,,,,0.02,,,,,,,,,,0.009471001
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,0.5319684,,,,,,,,,,0.03,0.03,,0.1,,,,,,,,,,0.09,,0.15,0.0,0.13,,0.04,,0.17,0.0,,0.0,0.0,,0.07,0.04,,,,,0.06,0.18,,,0.0,,,0.0,0.04,,,,0.0,,,,0.0
,,,,,,,,,,,,0.02,,0.04,,,,,,,,,,,,0.0,0.0,0.1,,0.01,,0.07,0.0,,0.01,0.04,,0.08,0.05,,,,,0.0,0.01,,,0.0,,,0.0,0.04,,,,0.0,,,,0.03522827
,,,,,,,,,,,0.01,0.04,,0.0,,,,,,,,,,0.05,,0.0,0.0,0.1,,0.04,,0.07,0.0,,0.01,0.01,,0.04,0.03,,,,,0.01,0.09,,,0.0,,,0.0,0.09,,,,0.0,,,,0.039782863
,0.37201357,,,,,,,,,,0.02,0.03,,0.01,,,0.03,,,,0.0,,,0.01,,,0.17,0.05,0.14,0.08,,0.17,0.0,,0.03,0.0,,,0.01,,,,,0.08,,,,,,0.07,,,,,,,,,,0.023760231
,0.243531,,,,,,,,,,0.03,0.02,,0.01,,,0.04,,,,,,,0.04,,,0.13,0.08,0.12,0.05,,0.13,0.0,,0.0,0.0,,0.16,0.01,,,,,0.0,,,,,,0.0,,,,,,,,,,0.025095852
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,0.07,0.07,,,,,0.13,,,,0.19,0.05,,0.02,,,0.21,,,,,,,0.16,,0.11,0.19,0.13,0.16,0.12,,0.1,0.19,0.1,0.09,0.15,,0.14,0.17,0.03,0.16,,,0.13,0.1,0.04,,,,0.1,0.05,0.02,,0.11,,0.06,,,,0.064079255
,0.07,0.13,,,,,0.14,,,,0.09,0.05,,0.04,,,0.13,,,,,,,0.2,,0.1,0.22,0.16,0.22,0.12,,0.14,0.25,,0.09,0.16,,0.14,0.22,0.1,0.13,,,0.15,0.2,0.12,,,,0.1,0.04,0.06,,0.18,,0.11,,,,0.0623879
,0.07,0.08,,,,,0.07,,,,0.23,0.11,,0.04,,,0.17,0.19,,,,,,0.18,,0.11,0.21,0.15,0.13,0.14,,0.11,0.16,0.06,0.09,0.16,,0.13,0.19,0.09,0.12,,,0.15,0.14,0.08,,,,0.11,0.05,0.09,,0.19,,0.07,,,,0.06450597
,0.3,0.1,,,,,0.07,,,,0.12,0.08,,0.05,,,0.14,0.09,,,,,,0.19,,0.1,0.2,0.14,0.16,0.16,,0.11,0.21,0.01,0.08,0.12,,0.13,0.2,0.13,0.11,,,0.14,0.14,0.15,,,,0.03,0.14,0.01,,0.16,,0.08,,,,0.0648955
,0.07,0.18,,,,,0.2,,,,0.67,0.08,,0.1,,,0.31,,,,,,,0.34,,0.08,0.32,0.24,0.21,0.17,,0.22,0.19,0.11,0.12,0.17,,0.14,0.32,0.04,0.07,,,0.22,0.38,0.04,,,,0.08,0.08,0.06,,0.17,,0.14,,,,0.12987782
,0.07,0.01,,,,,,,,,0.03,0.08,,0.04,,,0.22,,,,,,,0.23,,0.12,0.19,0.16,0.16,0.1,,0.14,0.23,0.15,0.1,0.17,,0.13,0.26,0.09,0.19,,,0.17,0.18,0.1,,,,0.07,0.09,0.06,,0.14,,0.11,,,,0.064506106
,0.07,0.06,,,,,,,,,0.1,0.09,,0.03,,,0.09,0.2,,,,,,0.14,,0.1,0.16,0.1,0.15,0.12,,0.09,0.14,0.03,0.08,0.12,,0.12,0.12,0.05,0.1,,,0.1,0.07,0.13,,,,0.07,0.05,0.03,,0.17,,0.06,,,,0.064498454
,0.07,0.1,,,,,0.14,,,,0.23,0.1,,0.02,,,0.14,0.01,,,,,,0.18,,0.1,0.2,0.12,0.15,0.12,,0.11,0.13,0.12,0.09,0.14,,0.14,0.18,0.05,0.16,,,0.16,0.12,0.2,,,,0.06,0.09,0.05,,0.14,,0.07,,,,0.06417276
,0.07,0.08,,,,,,,,,0.17,0.07,,0.03,,,0.24,,,,,,,0.23,,0.09,0.21,0.14,0.15,0.15,,0.13,0.21,0.12,0.1,0.16,,0.12,0.2,0.09,0.01,,,0.16,0.15,0.11,,,,0.18,0.06,0.05,,0.14,,0.09,,,,0.0643248
,0.07,0.05,,,,,,,,,0.17,0.07,,0.07,,,0.1,0.16,,,0.12,,,0.11,0.09,0.07,0.15,0.1,0.13,0.12,,0.1,0.15,0.08,0.08,0.12,,0.12,0.12,0.12,0.02,,,0.11,0.07,0.09,,,,0.04,0.07,0.05,,0.09,,0.04,,,,0.06466621
,0.06,0.04,,,,,0.07,,,,0.34,0.1,,0.09,,,0.13,0.02,,,,,,0.13,0.1,0.09,0.13,0.09,0.19,0.09,,0.14,0.1,0.04,0.11,0.14,,0.09,0.13,0.16,0.06,,,0.13,0.07,0.14,,,,0.15,0.11,0.03,,0.09,,0.04,,,,0.06403558
,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.05,0.08,,,,,0.09,,,,0.24,0.07,,0.06,,,0.13,0.25,,,,,,0.13,,0.1,0.12,0.1,0.14,0.09,,0.1,0.17,0.04,0.09,0.13,,0.1,0.15,0.16,0.01,,,0.09,0.06,0.13,,,,0.1,0.07,0.03,,0.15,,0.05,,,,0.06360725
,0.07,0.07,,,,,0.1,,,,0.24,0.07,,0.07,,,0.11,0.31,,,0.13,,,0.13,,0.09,0.14,0.11,0.14,0.09,,0.1,0.14,0.02,0.1,0.12,,0.09,0.13,0.1,0.06,,,0.12,0.05,0.06,,,,0.06,0.06,0.03,,0.13,,0.05,,,,0.06420284
,0.05,0.05,,,,,0.09,,,,0.17,0.12,,0.11,,,0.15,0.3,,,,,,0.14,0.09,0.14,0.13,0.11,0.21,0.1,,0.12,0.26,0.09,0.12,0.15,,0.13,0.16,0.08,0.07,,,0.1,0.09,0.13,,,,0.19,0.1,0.09,,0.16,,0.04,,,,0.06268677
,0.05,0.08,,,,,0.05,,,,0.12,0.15,,0.11,,,0.15,0.05,,,,,,0.13,,0.11,0.13,0.11,0.14,0.1,,0.11,0.3,0.02,0.12,0.18,,0.1,0.17,0.02,0.04,,,0.14,0.09,0.07,,,,0.11,0.1,0.06,,0.12,,0.05,,,,0.06361598
,0.05,0.09,,,,,0.14,,,,0.21,0.09,,0.15,,,0.13,0.32,,,,,,0.15,,0.1,0.18,0.12,0.28,0.12,,0.09,0.22,0.03,0.1,0.13,,0.1,0.16,0.17,0.09,,,0.13,0.11,0.07,,,,0.1,0.03,0.03,,0.17,,0.07,,,,0.06500507
,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.05,0.06,,,,,0.1,,,,0.16,0.13,,0.12,,,0.15,0.05,,,,,,0.15,,0.12,0.15,0.11,0.15,0.11,,0.12,0.22,0.03,0.13,0.21,,0.13,0.22,0.09,0.08,,,0.11,0.09,0.06,,,,0.17,0.14,0.04,,0.16,,0.05,,,,0.06406288
,0.06,0.06,,,,,0.12,,,,0.12,0.16,,0.13,,,0.18,0.24,,,,,,0.16,,0.13,0.13,0.11,0.19,0.11,,0.16,0.15,0.03,0.13,0.19,,0.11,0.19,0.04,0.16,,,0.15,0.08,0.23,,,,0.09,0.13,0.09,,0.14,,0.04,,,,0.06565676
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.05,0.11,,,,,0.04,,,,0.16,0.11,,0.12,,,0.12,0.44,,,,,,0.12,,0.09,0.15,0.11,0.2,0.1,,0.15,0.21,0.05,0.11,0.14,,0.1,0.18,0.06,0.15,,,0.13,0.06,0.08,,,,0.18,0.13,0.1,,0.09,,0.03,,,,0.12938975
,0.05,0.05,,,,,0.01,,,,0.16,0.1,,0.07,,,0.11,0.27,,,,,,0.11,,0.1,0.15,0.1,0.12,0.1,,0.14,0.18,0.03,0.1,0.13,,0.09,0.16,0.03,0.04,,,0.11,0.09,0.08,,,,0.08,0.04,0.03,,0.1,,0.04,,,,0.06289954
,0.06,0.04,,,,,0.1,,,,0.27,0.13,,0.19,,,0.11,0.4,,,,,,0.14,0.09,0.13,0.16,0.12,0.14,0.09,,0.16,0.21,0.1,0.12,0.17,,0.12,0.17,0.14,0.05,,,0.09,0.11,0.08,,,,0.27,0.14,0.01,,0.15,,0.04,,,,0.06393985
,0.08,0.01,,,,,0.1,,,,0.06,0.05,,0.01,,,0.2,0.12,,,,,,0.16,,0.1,0.2,0.13,0.25,0.14,,0.14,0.19,0.17,0.1,0.14,,0.13,0.21,0.03,0.14,,,0.13,0.11,0.07,,,,0.11,0.07,0.02,,0.12,,0.08,,,,0.064719476
,0.28182313,0.08,,,,,,,,,0.19,0.26,,0.11,,,0.09,0.14,,,0.13,,,0.2,,0.33,0.2,0.17,0.21,0.13,,0.22,0.52,0.25,0.16,0.14,,0.12,0.19,0.44,0.2,,,0.18,0.06,,,,,0.2,,,,0.26,,,,,,0.0
,0.24756742,,,,,,,,,,0.34,0.35,,0.2,,,0.15,0.03,,,0.16,,,0.37,,0.31,0.28,0.35,0.18,0.15,,0.18,0.0,0.15,0.0,0.0,,0.04,0.24,0.23,0.03,,,0.0,0.0,,,,,0.0,0.0,0.14,,0.18,,,,,,0.028264305
,0.3265654,0.11,,,,,,,,,0.01,0.05,,0.07,,,0.01,0.1,,,,,,0.03,0.04,,0.03,0.06,0.02,0.24,,0.03,0.0,0.12,0.02,0.06,,0.09,0.03,0.12,0.05,,,0.1,,,,,,0.04,0.0,,,0.31,,,,,,0.008311961
,0.3312487,0.06,,,,,0.12,,,,0.5,0.25,,0.14,,,0.09,0.28,,,0.05,,,0.19,0.09,0.1,0.29,0.49,0.12,0.25,,0.31,0.57,0.11,0.25,0.2,,0.39,0.3,0.19,0.16,,,0.49,,,,,,0.16,,,,,,,,,,0.0
,,,,,,,,,,,0.01,0.14,,,,,0.08,,,,,,,0.1,,,0.14,0.17,0.41,0.21,,,0.5,,0.3,0.16,,,0.18,,0.17,,,0.02,,0.16,,,,,,,,,,,,,,0.0
,,0.07,,,,,,,,,0.01,0.02,,0.0,,,0.03,0.17,,,0.12,,,0.03,0.1,,0.04,0.02,0.04,0.09,,0.11,0.0,0.14,0.01,0.04,,0.13,0.02,0.23,0.1,,,0.05,,,,,,0.08,0.0,,,0.05,,0.06,,,,0.03174583
,0.29497755,0.08,,,,,,,,,0.07,0.01,,0.13,,,0.1,0.09,,,,,,0.03,0.11,0.19,0.09,0.02,0.0,0.04,,0.25,0.12,0.12,0.0,0.0,,0.02,0.09,0.32,0.04,,,0.0,0.1,,,,,0.0,0.0,,,0.03,,,,,,0.035316348
,0.37950322,0.07,,,,,,,,,0.14,0.14,,0.04,,,0.17,0.17,,,0.13,,,0.13,0.05,,0.18,0.05,0.08,0.36,,0.04,0.0,0.14,0.0,0.0,,0.0,0.16,0.16,0.09,,,0.0,,,,,,0.0,0.0,,,,,,,,,0.06847263
,0.27533457,,,,,,,,,,0.29,0.43,,0.2,,,0.16,0.22,,,,,,0.39,,0.21,0.24,0.22,0.06,0.08,,0.18,0.21,0.22,0.0,0.0,,0.1,0.26,0.22,0.01,,,0.0,0.09,,,,,0.0,0.0,,,0.19,,,,,,0.014139646
,0.21950093,,,,,,,,,,0.33,0.29,,0.01,,,0.26,0.29,,,0.14,,,0.4,,0.17,0.06,0.23,0.04,0.13,,0.26,0.32,0.18,0.0,0.0,,0.18,0.27,0.18,0.01,,,0.0,0.23,,,,,0.0,,,,0.18,,,,,,0.014139619
,0.11921639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,,0.06,,,,,,,,,0.47,0.28,,0.28,,,0.12,0.29,,,0.15,,,0.22,0.09,0.11,0.34,0.55,0.07,0.37,,0.4,0.34,0.45,0.25,0.1,,0.35,0.42,0.19,0.16,,,0.68,,,,,,0.18,,,,,,,,,,0.0
,0.12975395,0.05,,,,,,,,,0.45,0.26,,0.22,,,0.25,0.28,,,0.31,,,0.23,0.07,0.08,0.3,0.48,0.21,0.09,,0.52,0.45,0.22,0.21,0.14,,0.25,0.34,0.4,0.27,,,0.43,,,,,,0.39,,,,0.13,,,,,,0.0
,0.15269168,0.05,,,,,0.09,,,,0.41,0.28,,0.04,,,0.21,0.29,,,0.02,,,0.3,0.07,0.08,0.29,0.61,0.24,0.28,,0.55,0.32,0.3,0.24,0.1,,0.44,0.37,0.14,0.24,,,0.49,0.13,,,,,0.38,,,,0.08,,,,,,0.0
,0.16275786,0.07,,,,,,,,,0.0,0.0,,0.09,,,0.0,0.08,,,0.0,,,0.0,,0.28,0.0,0.0,0.0,0.0,,0.0,0.16,0.14,0.0,0.0,,0.0,0.0,0.15,0.04,,,0.0,0.18,,,,,0.0,,,,0.15,,,,,,0.13224764
,0.1,0.06,,,,,0.08,,,,0.06,0.21,,0.04,,,0.03,0.06,,,0.0,,,0.03,0.06,,0.05,0.01,0.1,0.08,,0.09,0.0,0.19,0.0,0.0,,0.12,0.06,0.13,0.08,,,0.0,,0.02,,,,0.0,0.0,,,0.19,,0.06,,,,0.041120693
,0.10928465,0.06,,,,,,,,,0.02,0.09,,0.01,,,0.0,0.07,,,0.11,,,0.03,0.04,0.03,0.08,0.05,0.08,0.07,,0.03,0.0,0.06,0.0,0.0,,0.11,0.01,0.16,0.1,,,0.0,,,,,,0.0,0.0,,,0.15,,,,,,0.015799837
,0.05,0.01,,,,,0.08,,,,0.02,0.01,,0.01,,,0.02,0.08,,,0.0,,,0.01,0.03,,0.05,0.0,0.02,0.17,,0.03,0.0,0.04,0.01,0.05,,0.13,0.01,0.07,0.02,,,0.08,,0.12,,,,0.01,0.0,,,0.27,,0.06,,,,0.02893889
,,,,,,,,,,,0.57,0.11,,0.01,,,0.13,,,,,,,0.13,,,,0.36,0.05,,,0.17,,,0.15,0.12,,0.3,0.2,,,,,,,,,,,,,,,,,,,,,0.0
,0.17108618,0.08,,,,,,,,,0.18,0.34,,0.16,,,0.1,0.25,,,0.07,,,0.19,,,0.22,0.41,0.14,0.24,,0.19,0.27,0.17,0.24,0.26,,0.13,0.19,,0.19,,,0.4,0.1,,,,,0.19,,,,0.13,,0.4,,,,0.0
,0.15664737,0.06,,,,,,,,,0.21,0.14,,0.23,,,0.29,0.32,,,0.11,,,0.24,0.08,0.09,0.2,0.53,0.33,0.15,,0.46,0.51,0.15,0.23,0.17,,0.37,0.34,0.45,0.38,,,0.57,,,,,,0.35,,,,0.1,,,,,,0.0
,0.24119692,0.05,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.07,,,0.0,,,0.0,0.07,0.08,0.0,0.0,0.0,0.0,,0.0,0.0,0.11,0.0,0.0,,0.0,0.0,0.27,0.03,,,0.0,,,,,,0.0,0.0,,,0.25,,,,,,0.070399925
,0.4512887,0.02,,,,,0.08,,,,0.01,0.02,,0.05,,,0.03,0.03,,,,,,0.01,0.07,0.0,0.04,0.06,0.06,0.0,,0.03,0.0,0.11,0.04,0.01,,0.04,0.0,0.04,0.07,,,0.07,,,,,,0.01,0.0,0.0,,0.11,,0.06,,,,0.008533701
,0.06,,,,,,,,,,,,,,,,0.07336897,,,,,,,,,,,,,,,,,,0.35,0.16,,0.04798076,0.05538296,,,,,,,,,,,,,,,,,0.056786045,,,,0.0
